proper,con,dist,mag,absmag,ci
,Ser,130.2,9.72,4.15,0.597
,UMi,107.5,8.27,3.11,0.388
,Boo,168.9,8.34,2.2,0.185
,Lib,175.4,7.65,1.43,0.285
,Lup,115.5,7.95,2.64,0.272
,Ser,568.2,10.1,1.33,0.621
,Lib,265.3,8.87,1.75,1.115
,Nor,222.7,8.74,2.0,0.256
,CrB,543.5,8.86,0.18,1.003
,TrA,568.2,9.36,0.59,0.028
,Aps,144.5,7.87,2.07,0.394
,CrB,277.0,8.56,1.35,1.136
,Dra,414.9,9.06,0.97,0.856
,Boo,186.2,9.5,3.15,0.91
,Ser,122.9,9.26,3.81,0.443
,TrA,735.3,7.25,-2.08,-0.046
,TrA,113.9,8.4,3.12,0.451
,Lib,90.7,7.71,2.92,0.574
,Lup,114.4,9.72,4.43,0.532
,CrB,228.8,8.87,2.07,1.006
,CrB,74.8,6.39,2.02,0.529
,Lup,507.6,8.61,0.08,1.034
,UMi,262.5,5.0,-2.1,1.545
,CrB,276.2,8.52,1.31,0.47
,Aps,195.7,6.89,0.43,-0.125
,Aps,380.2,5.4,-2.5,-0.146
,Ser,322.6,9.77,2.23,0.405
,Lib,471.7,8.35,-0.02,1.592
,Dra,591.7,8.45,-0.41,1.352
,TrA,307.7,9.35,1.91,1.044
,Dra,136.4,9.45,3.78,0.533
,Lib,94.2,8.43,3.56,0.564
,Ser,194.9,7.96,1.51,0.921
,Ser,302.1,7.71,0.31,1.104
,UMi,191.6,9.3,2.89,0.882
,UMi,201.6,7.91,1.39,1.263
,Lib,75.8,8.97,4.57,0.546
,Aps,146.2,8.97,3.14,0.375
,Nor,675.7,8.32,-0.83,1.2
,Ser,50.8,7.42,3.89,0.646
,Oct,151.3,8.49,2.59,1.039
,Lib,87.1,6.28,1.58,0.22
,Lib,432.9,7.84,-0.34,1.519
,Boo,61.4,7.7,3.76,0.743
,Lup,132.8,8.03,2.41,1.112
,Boo,892.9,10.73,0.98,1.585
,Ser,336.7,7.92,0.28,1.025
,Ser,120.9,7.75,2.34,0.471
,Dra,87.3,7.92,3.22,0.516
,Boo,30.5,10.51,8.09,1.585
,Boo,119.0,4.98,-0.4,0.086
,Ser,116.7,7.46,2.12,0.198
,Lup,990.1,8.91,-1.07,1.832
,Boo,50.1,10.4,6.9,1.456
,Ser,72.3,8.41,4.12,0.624
,Dra,649.4,8.38,-0.68,1.565
,Lup,128.9,6.49,0.94,0.065
,Lib,292.4,8.51,1.18,0.318
,Lib,204.5,10.32,3.77,0.636
,Ser,81.1,9.8,5.26,0.787
,Ser,187.3,8.63,2.27,0.574
,Lup,284.9,8.71,1.44,1.161
,Lup,154.6,8.73,2.78,0.587
,Nor,122.7,8.25,2.81,0.398
,Lib,118.5,8.79,3.42,0.497
,Ser,51.1,8.72,5.18,0.653
,Ser,176.4,8.33,2.1,0.294
,Ser,51.0,7.54,4.0,0.9
,Ser,432.9,9.29,1.11,1.033
,Lup,53.6,6.23,2.58,0.212
,Aps,71.5,9.77,5.5,0.63
,Ser,526.3,9.09,0.48,1.073
,Ser,680.3,8.79,-0.37,1.024
,TrA,161.3,7.83,1.79,0.218
,Lib,181.8,7.96,1.66,0.314
,Ser,143.9,6.22,0.43,-0.038
,TrA,163.9,8.89,2.82,0.145
,Lib,175.1,7.24,1.02,0.031
,Ser,322.6,8.76,1.22,1.319
,Lup,5.9,9.31,10.44,1.524
,Lup,289.9,6.82,-0.49,-0.018
,Lib,304.9,6.75,-0.67,1.486
,Lup,255.1,7.67,0.64,1.491
,Lup,259.1,8.77,1.7,0.401
,Ser,182.8,10.39,4.08,0.48
,Lib,166.9,7.85,1.74,0.18
,Lib,140.3,6.57,0.84,0.918
,Dra,602.4,9.32,0.42,1.022
,Ser,420.2,8.58,0.46,0.308
,Aps,386.1,9.29,1.36,0.034
,Lup,142.7,8.62,2.85,0.446
,Lib,367.6,9.73,1.9,0.564
,Lib,161.0,9.1,3.06,1.025
,Ser,300.3,8.33,0.94,0.972
,Nor,558.7,8.39,-0.35,1.254
,Lup,83.2,9.05,4.45,0.711
,Nor,339.0,8.42,0.77,0.028
,Ser,192.7,8.24,1.82,0.532
,Lup,108.0,8.3,3.13,0.48
,Dra,201.6,9.12,2.6,0.43
,UMi,143.5,7.96,2.18,0.616
,Lup,200.8,7.5,0.99,0.022
,Lib,134.2,8.88,3.24,0.42
,Ser,210.5,10.37,3.75,0.64
,Lib,502.5,9.99,1.48,0.548
,Ser,354.6,8.28,0.53,1.521
,Lib,228.3,8.56,1.77,0.134
,Lib,218.3,9.29,2.59,0.916
,Ser,495.0,9.64,1.17,0.527
,Lib,70.1,5.5,1.27,0.197
,Nor,34.7,10.97,8.27,1.79
,Ser,442.5,8.86,0.63,1.129
,Lib,490.2,9.89,1.44,0.82
,Boo,337.8,9.7,2.06,0.42
,Ser,578.0,9.74,0.93,1.495
,CrB,202.8,9.1,2.56,1.017
,Nor,133.3,7.28,1.66,0.359
,Ser,30.2,7.22,4.82,0.656
,CrB,349.7,8.67,0.95,1.033
,Ser,88.0,8.06,3.34,0.5
,Lup,86.2,9.82,5.14,0.721
,Lup,82.1,9.4,4.83,0.819
,Ser,199.2,10.18,3.68,0.447
,Lib,139.1,9.05,3.33,0.817
,Ser,172.4,8.94,2.76,0.469
,Lib,159.5,9.78,3.77,0.812
,Boo,60.2,9.85,5.95,0.907
,Lib,201.2,5.53,-0.99,-0.148
,CrB,115.1,4.14,-1.16,-0.127
,CrB,261.8,8.1,1.01,1.118
,CrB,66.0,8.98,4.88,0.625
,Ser,89.8,8.48,3.71,0.695
,Ser,641.0,9.24,0.21,0.392
,TrA,574.7,8.36,-0.44,1.421
,Ser,85.9,5.5,0.83,1.092
,Lib,140.6,7.84,2.1,0.448
,Boo,152.9,9.79,3.87,0.717
,Ser,114.8,6.56,1.26,1.26
,Nor,122.9,8.78,3.33,0.444
,Lib,171.2,7.97,1.8,0.286
,Lib,170.6,7.27,1.11,1.567
,Nor,110.6,8.71,3.49,0.444
,Lib,96.7,6.26,1.33,0.33
,UMi,119.3,10.9,5.52,1.057
,Aps,31.7,8.97,6.46,1.01
,Lup,93.7,9.81,4.95,0.726
,Ser,135.1,8.87,3.22,0.508
,Nor,109.4,8.31,3.12,0.87
,Lib,357.1,7.49,-0.27,1.237
,Aps,337.8,7.65,0.01,1.405
,Lib,680.3,8.24,-0.92,1.436
,Boo,50.5,8.14,4.62,0.72
,Ser,251.3,8.57,1.57,1.108
,Ser,167.8,7.37,1.25,1.118
,CrB,143.7,8.68,2.89,0.467
,Lib,192.7,8.63,2.21,0.621
,Nor,334.4,8.65,1.03,1.212
,Dra,485.4,8.6,0.17,1.131
,Lup,155.5,6.4,0.44,1.016
,UMi,219.3,8.55,1.84,0.591
,Boo,156.0,8.68,2.71,0.487
,Lib,155.5,9.86,3.9,0.707
,TrA,142.7,6.7,0.93,0.149
,Ser,318.5,8.74,1.23,0.983
,Nor,392.2,7.71,-0.26,1.152
,Boo,137.7,8.75,3.06,0.446
,Lup,261.1,8.01,0.93,0.384
,TrA,88.7,8.47,3.73,0.46
,Dra,151.3,8.61,2.71,0.252
,TrA,237.5,7.81,0.93,0.2
,Oct,80.3,9.02,4.5,0.548
,Dra,529.1,8.3,-0.32,1.3
,Boo,581.4,8.85,0.03,0.963
,Aps,165.6,8.65,2.56,0.682
,Lib,409.8,9.87,1.81,1.036
,Ser,436.7,8.08,-0.12,1.337
,TrA,143.3,8.63,2.85,0.424
,Ser,116.1,7.92,2.6,0.574
,CrB,71.2,9.06,4.8,0.629
,Ser,347.2,8.95,1.25,1.418
,Ser,275.5,9.9,2.7,0.485
,Ser,55.3,8.41,4.7,0.613
,Lup,121.7,9.23,3.8,0.433
,Lup,425.5,9.29,1.14,1.731
,Ser,819.7,8.39,-1.18,1.632
,Ser,248.8,9.5,2.52,0.435
,Lup,143.5,8.66,2.88,1.341
,Dra,138.7,7.32,1.61,0.6
,Nor,176.7,8.28,2.04,0.807
,Ser,64.3,6.49,2.45,0.341
,TrA,248.8,7.8,0.82,0.104
,Lup,34.9,7.96,5.24,0.717
,Lib,91.2,7.62,2.82,0.585
,CrB,31.3,11.37,8.89,1.475
,Lib,38.7,8.14,5.2,0.838
,Ser,82.0,10.21,5.64,0.92
,Lib,106.5,9.24,4.1,0.613
,Lup,463.0,10.72,2.39,0.427
,Lup,352.1,5.82,-1.91,1.695
,Boo,358.4,9.27,1.5,1.082
,Lib,196.9,7.25,0.78,0.495
,TrA,295.0,8.54,1.19,0.016
,Lib,301.2,8.53,1.14,1.292
,Ser,265.3,10.27,3.15,0.626
,Lup,260.4,8.93,1.85,0.418
,Dra,188.7,8.82,2.44,0.285
,Lib,132.6,8.15,2.54,0.208
,Lup,102.1,6.98,1.93,0.011
,Ser,606.1,9.73,0.82,1.114
,Lib,28.9,4.61,2.3,1.0
,Lib,98.3,9.15,4.19,0.606
,Ser,104.4,8.84,3.75,0.521
,Lup,170.4,9.07,2.91,0.667
,TrA,105.5,7.18,2.06,0.053
,Ser,293.3,10.99,3.65,0.56
,Lup,256.4,10.7,3.66,0.301
,Lup,146.0,9.55,3.73,0.5
,Ser,69.5,8.74,4.53,0.745
,Lup,297.6,9.25,1.88,1.227
,TrA,108.1,7.73,2.56,0.526
,TrA,546.4,10.26,1.57,0.14
,Lup,214.6,9.56,2.9,1.0
,Lib,25.6,6.52,4.48,0.577
,Lup,107.6,6.36,1.2,-0.017
,Ser,383.1,8.32,0.4,1.05
,Boo,502.5,11.29,2.78,0.648
,Nor,347.2,7.11,-0.59,1.107
,Dra,171.2,9.27,3.1,0.381
,UMi,347.2,7.65,-0.05,0.076
,Ser,917.4,9.69,-0.12,0.497
,Ser,172.1,9.41,3.23,0.611
,CrB,251.9,8.71,1.7,0.6
,Lib,122.4,5.16,-0.28,-0.09
,Nor,211.9,8.14,1.51,0.192
,Lib,253.8,9.75,2.73,0.419
,Ser,500.0,8.97,0.48,1.431
,Lib,689.7,9.01,-0.18,1.053
,Nor,740.7,8.62,-0.73,0.109
,Ser,107.8,8.31,3.15,0.546
,Ser,255.8,9.9,2.86,0.426
,Ser,89.3,7.04,2.29,0.161
,Lup,361.0,8.46,0.67,0.011
,TrA,680.3,8.59,-0.57,0.222
,Boo,158.5,8.48,2.48,0.853
,UMi,48.5,6.98,3.55,0.793
,Ser,133.2,9.32,3.7,0.358
,Lib,505.1,9.22,0.7,2.002
,Lib,97.6,5.13,0.18,1.306
,Lup,281.7,9.87,2.62,1.087
,Ser,352.1,8.36,0.63,1.391
,Boo,325.7,8.39,0.83,1.04
,Ser,205.8,9.72,3.15,0.416
,Lup,182.1,8.6,2.3,0.318
,CrB,248.8,9.11,2.13,1.004
,CrB,278.6,9.6,2.38,0.326
Alphecca,CrB,23.0,2.22,0.41,0.032
,Lib,495.0,9.59,1.12,1.048
,Lib,157.2,8.35,2.37,0.311
,Lup,561.8,10.21,1.46,0.626
,Dra,151.5,10.52,4.62,0.592
,Boo,571.4,9.54,0.76,0.244
,Boo,224.7,7.12,0.36,1.122
,Lib,57.4,8.92,5.13,0.7
,Ser,69.9,3.8,-0.42,0.268
,Ser,88.7,8.23,3.49,0.573
,Ser,252.5,7.55,0.54,1.084
,TrA,763.4,7.37,-2.04,1.647
,Ser,42.6,8.02,4.87,0.708
,Lup,279.3,8.84,1.61,0.162
,Ser,42.2,10.89,7.76,1.564
,Ser,281.7,8.54,1.29,1.153
,Lib,497.5,8.53,0.05,0.236
,Aps,495.0,9.52,1.05,-0.07
,Lib,312.5,8.04,0.57,0.965
,Lib,227.3,6.99,0.21,1.008
,Lib,247.5,8.87,1.9,0.143
,Dra,106.5,8.52,3.38,0.488
,Boo,332.2,9.16,1.55,0.401
,Ser,56.4,6.55,2.79,0.281
,Ser,41.4,8.63,5.54,0.829
,Lib,154.3,8.04,2.1,0.455
,Dra,431.0,8.65,0.48,0.82
,Ser,487.8,8.73,0.29,1.474
,Lup,129.0,2.8,-2.75,-0.216
,Boo,182.8,6.75,0.44,0.953
,Dra,86.3,9.93,5.25,0.763
,Lup,571.4,7.91,-0.88,0.342
,Lib,159.2,8.8,2.79,0.316
,Boo,167.2,6.95,0.83,1.092
,Lib,81.7,8.13,3.57,0.589
,Dra,113.8,7.45,2.17,0.128
,Boo,438.6,7.36,-0.85,1.541
,CrB,189.8,5.14,-1.25,1.65
,Lup,133.3,9.97,4.34,0.425
,UMi,209.6,8.05,1.44,0.403
,Lib,150.8,7.31,1.42,0.06
,Dra,118.1,5.97,0.61,1.184
,Nor,164.7,9.9,3.82,0.871
,Lib,166.7,7.87,1.76,0.539
,Dra,19.1,8.39,6.98,1.063
,Dra,264.6,7.79,0.68,1.319
,Lib,113.4,7.7,2.43,0.303
,Ser,414.9,8.13,0.04,1.18
,Ser,197.6,8.09,1.61,1.039
,Boo,315.5,10.12,2.62,0.331
,Lib,267.4,9.73,2.59,0.584
,Lib,325.7,9.31,1.75,0.625
,Nor,800.0,7.93,-1.58,0.072
,Ser,136.8,9.33,3.65,0.491
,Lup,86.2,7.44,2.76,0.478
,Lup,318.5,8.76,1.25,1.687
,Lup,63.1,8.77,4.77,0.889
,Lib,961.5,8.83,-1.08,0.953
,CrB,29.9,8.61,6.24,0.866
,Lib,228.8,10.0,3.2,0.458
Zubenelhakrabi,Lib,50.0,3.91,0.41,1.007
,Lib,319.5,8.99,1.47,1.095
,Lib,115.2,10.07,4.76,0.704
,Ser,116.3,6.1,0.77,0.975
,Nor,512.8,8.85,0.3,1.071
,Ser,86.1,8.18,3.51,0.642
,Aps,242.1,8.42,1.5,0.015
,Nor,263.9,7.99,0.88,0.03
,CrB,769.2,9.15,-0.28,1.427
,TrA,319.5,8.94,1.42,0.99
,Boo,90.8,9.1,4.31,0.629
,Lup,78.7,8.91,4.43,0.615
,CrB,460.8,8.97,0.65,1.105
,TrA,308.6,8.77,1.32,0.982
,Ser,114.5,8.75,3.46,0.471
,Boo,302.1,8.73,1.33,0.927
Karaka,Aps,39.2,8.71,5.74,0.891
,Ser,151.5,9.93,4.03,0.64
,Nor,483.1,10.44,2.02,0.61
,Ser,347.2,8.88,1.18,1.219
,Nor,311.5,8.82,1.35,0.023
,Dra,137.7,9.04,3.34,0.44
,Ser,302.1,9.59,2.19,0.228
,Lib,518.1,10.11,1.54,0.478
,Nor,102.6,8.37,3.32,0.572
,Lib,106.7,9.03,3.89,0.565
,Lup,381.7,8.7,0.79,1.043
,Ser,78.8,6.7,2.22,0.325
,CrB,266.0,6.3,-0.82,1.306
,Ser,68.3,7.59,3.42,0.591
,CrB,173.6,8.27,2.07,0.211
,Lib,152.0,8.98,3.07,0.586
,Lup,131.2,4.55,-1.04,-0.175
,Ser,221.2,6.04,-0.68,1.125
,Nor,251.9,8.88,1.87,1.556
,CrB,40.5,11.63,8.59,1.32
,Boo,22.4,7.65,5.9,0.946
,Dra,78.3,5.77,1.3,0.051
,Nor,581.4,7.97,-0.85,1.833
,Aps,375.9,7.53,-0.35,0.031
,Nor,104.5,8.44,3.34,0.916
,CrB,107.4,8.48,3.32,0.433
,Boo,106.4,8.6,3.47,0.482
,Boo,22.3,6.78,5.04,0.906
,Ser,185.2,7.33,0.99,0.279
,Boo,58.9,6.7,2.85,0.329
,Dra,165.0,8.66,2.57,0.45
,Aps,250.6,7.8,0.8,1.488
,Boo,145.3,8.64,2.83,0.483
,Ser,403.2,8.65,0.62,1.086
,Ser,465.1,8.72,0.38,1.34
,Aps,76.3,8.2,3.79,0.538
,Ser,111.9,9.7,4.46,0.56
,Lib,132.3,7.72,2.11,1.136
,Lib,319.5,9.64,2.12,0.399
,Nor,140.8,9.59,3.85,0.607
,Lup,106.5,6.26,1.12,-0.07
,TrA,218.8,7.18,0.48,0.1
,Lup,166.9,5.44,-0.67,1.497
,CrB,51.4,7.49,3.94,0.633
,Ser,526.3,8.3,-0.31,1.298
,Lib,63.9,7.91,3.88,0.693
,Aps,380.2,7.31,-0.59,-0.07
,Boo,340.1,9.15,1.49,0.98
,Boo,139.9,8.78,3.05,0.422
,Ser,126.1,9.22,3.72,0.625
,Lup,116.6,8.49,3.16,0.513
,Lup,71.2,9.55,5.29,0.7
,TrA,76.9,6.51,2.08,0.334
,Ser,62.4,8.51,4.54,0.74
,Ser,284.1,8.98,1.71,1.358
,Lib,263.2,8.49,1.39,1.44
,Nor,238.1,8.85,1.97,0.293
,Boo,259.1,8.23,1.16,1.147
,Lib,132.8,8.1,2.48,0.512
,Lup,392.2,7.28,-0.69,-0.049
,Nor,625.0,7.88,-1.1,0.003
,Boo,122.5,10.28,4.84,0.521
,Ser,88.9,9.18,4.44,0.558
,Lup,103.8,8.26,3.18,0.533
,Lib,103.8,9.74,4.66,0.758
,TrA,253.8,6.83,-0.19,1.484
,Ser,205.8,6.51,-0.06,1.2
,Ser,52.1,5.93,2.35,0.354
,Ser,70.9,5.26,1.01,0.925
,CrB,286.5,9.83,2.54,0.143
,Ser,145.3,6.51,0.7,0.728
,Boo,104.8,9.06,3.96,0.497
,Aps,104.9,8.36,3.26,0.687
,Lib,189.8,8.02,1.63,0.457
,Lib,76.2,7.74,3.33,0.412
,Boo,709.2,8.84,-0.41,1.201
,Aps,245.1,9.03,2.08,1.104
,TrA,398.4,8.93,0.93,-0.007
,Lup,48.6,8.84,5.41,0.724
,Lib,152.0,10.09,4.18,0.627
,Nor,189.0,10.69,4.31,0.513
,Ser,149.5,7.08,1.21,0.06
,Ser,595.2,9.87,1.0,0.478
,TrA,61.8,4.11,0.15,1.161
,Ser,531.9,8.79,0.16,1.098
,Lup,150.8,7.61,1.72,-0.026
,Ser,275.5,7.7,0.5,1.233
,Lup,161.3,8.76,2.72,0.556
,CrB,288.2,9.8,2.5,0.447
,Nor,69.9,8.38,4.16,0.67
,Lup,176.7,9.26,3.02,0.472
,Lib,628.9,9.52,0.53,1.062
,UMi,152.7,6.89,0.97,0.969
,Lib,200.8,8.28,1.77,0.526
,CrB,57.8,11.22,7.41,1.372
,Lib,125.6,10.32,4.82,0.677
,TrA,247.5,8.06,1.09,-0.004
,Nor,267.4,7.81,0.67,0.368
,CrB,36.8,6.46,3.63,0.433
,Lup,120.5,8.18,2.78,0.396
,Lib,485.4,7.86,-0.57,1.393
,Boo,371.7,8.99,1.14,1.37
,CrB,349.7,9.14,1.42,1.399
,Lup,109.5,8.02,2.82,0.285
,Lib,246.9,8.24,1.28,1.147
,Lup,276.2,8.19,0.98,0.043
,Ser,164.5,10.52,4.44,0.6
,Dra,55.7,8.7,4.97,0.798
,Lib,148.1,9.42,3.57,0.569
,Ser,204.5,9.31,2.76,0.627
,Lup,109.9,8.92,3.72,0.555
,Lib,68.6,3.6,-0.58,1.361
,Ser,308.6,8.65,1.2,0.353
,Lup,116.1,9.39,4.07,0.731
,Lib,316.5,7.39,-0.11,0.086
,CrB,549.5,9.16,0.46,1.005
,Aps,148.6,7.74,1.88,0.461
,Lup,291.5,7.12,-0.2,1.427
,Lup,147.9,10.57,4.72,1.057
,Ser,74.2,9.88,5.53,0.754
,Lib,183.2,8.39,2.08,0.762
,Aps,613.5,9.37,0.43,1.008
,Nor,148.4,10.43,4.57,0.625
,TrA,380.2,8.23,0.33,0.051
,Lib,80.1,8.3,3.78,0.586
,Lup,118.3,7.91,2.54,0.366
,TrA,384.6,8.12,0.2,1.275
,Ser,93.6,8.43,3.57,0.62
,Ser,243.3,8.55,1.62,0.909
,Lup,357.1,9.1,1.34,0.333
,Dra,552.5,9.15,0.44,1.0
,Lup,131.1,9.34,3.75,0.757
,Ser,117.0,7.12,1.78,0.408
,CrB,229.9,9.7,2.89,0.388
,Ser,404.9,9.03,0.99,1.5
,TrA,114.3,8.4,3.11,0.484
,Lib,109.8,8.89,3.69,0.686
,Aps,139.1,8.69,2.97,0.498
,Nor,367.6,7.79,-0.04,0.91
,Lup,60.5,8.33,4.42,0.631
,Lib,139.3,9.85,4.13,0.596
,Lup,168.1,8.62,2.49,0.501
,Ser,135.7,9.31,3.65,0.581
,Lib,190.5,6.19,-0.21,-0.013
,Ser,302.1,7.78,0.38,1.276
,Lib,355.9,10.23,2.47,0.608
,Nor,370.4,9.05,1.21,1.356
,Lib,125.3,6.98,1.49,0.282
,Dra,109.2,5.85,0.66,1.098
,Ser,200.4,7.62,1.11,1.14
,Ser,200.0,7.52,1.01,1.072
,TrA,561.8,7.65,-1.1,0.101
,Lup,111.7,9.65,4.41,0.635
,Ser,300.3,8.3,0.91,1.118
,Lib,132.6,8.09,2.48,0.363
,Ser,184.5,9.32,2.99,1.022
,UMi,235.3,5.65,-1.21,1.371
,Boo,122.1,9.05,3.62,0.48
,Lup,60.6,9.58,5.67,0.904
,Lib,147.1,8.32,2.48,0.275
,Ser,193.4,8.54,2.11,1.098
,Lup,258.4,8.23,1.17,1.12
,CrB,198.8,9.69,3.2,0.48
,Lib,123.6,9.52,4.06,0.583
,Lib,108.8,9.59,4.41,0.585
,Ser,97.9,8.0,3.04,0.559
,Ser,246.9,8.44,1.48,1.224
,UMi,167.2,6.99,0.87,1.011
,Ser,454.5,10.37,2.08,0.915
,Lib,84.2,5.79,1.16,1.074
,Ser,740.7,8.58,-0.77,1.341
,Boo,52.0,5.25,1.67,0.886
,Lup,89.7,7.49,2.73,0.471
,Ser,250.6,9.43,2.44,1.0
,CrB,75.9,7.89,3.49,0.591
,Ser,111.4,8.09,2.86,0.371
,CrB,310.6,8.39,0.93,0.899
,Boo,46.4,7.72,4.38,0.58
,Lup,304.0,9.84,2.43,1.158
,Lib,819.7,7.87,-1.7,1.478
,Ser,44.9,7.07,3.81,0.531
,Ser,289.9,8.06,0.75,0.921
,Lib,92.3,7.39,2.56,0.387
,Lup,442.5,8.24,0.01,1.098
,Ser,172.7,9.56,3.37,0.484
,Ser,67.4,8.81,4.67,0.653
,Nor,137.6,6.98,1.29,0.13
,Lib,31.8,11.23,8.72,1.228
,Lup,67.0,4.34,0.21,1.412
,Ser,133.3,8.37,2.74,0.422
,Lib,680.3,7.91,-1.25,1.165
,Dra,77.9,8.12,3.66,0.574
,Boo,224.2,8.48,1.73,1.071
,CrB,187.6,7.5,1.13,1.165
,Lup,285.7,7.74,0.46,1.589
,Ser,359.7,8.73,0.95,1.229
,Lib,259.1,8.92,1.85,0.358
,CrB,110.3,7.07,1.86,1.7
,TrA,543.5,8.97,0.29,1.05
,Nor,290.7,8.29,0.97,1.827
,Lib,205.3,6.32,-0.24,1.176
,Boo,35.7,5.76,3.0,0.353
,Lib,87.3,5.82,1.11,1.077
,Lib,321.5,8.53,0.99,0.598
,Lib,55.9,9.91,6.17,0.542
,Ser,210.5,6.82,0.2,1.245
,Lib,161.0,9.05,3.02,1.008
,Boo,67.0,9.63,5.5,0.863
,Lib,269.5,8.48,1.33,1.136
,Ser,183.5,8.1,1.78,0.435
,Lib,500.0,7.91,-0.58,0.231
,Boo,154.3,6.8,0.86,0.187
,Ser,188.7,7.45,1.07,1.125
,Nor,980.4,7.78,-2.18,-0.035
,Lib,47.6,6.65,3.26,0.448
,Lup,96.9,9.83,4.9,0.711
,Boo,369.0,9.9,2.06,0.999
,Nor,420.2,8.55,0.43,1.05
,Lib,114.9,6.8,1.5,1.232
,Ser,180.2,8.92,2.64,0.298
,CrB,312.5,8.77,1.3,0.91
,Lib,208.8,8.93,2.33,1.27
,Lib,75.8,8.67,4.27,0.473
,Lup,150.2,6.59,0.71,-0.069
,UMi,172.4,7.05,0.87,1.097
,Boo,115.5,5.84,0.53,0.847
,TrA,480.8,9.72,1.31,0.626
,Nor,350.9,9.92,2.19,1.198
,Ser,250.6,8.13,1.14,0.723
,Dra,126.4,7.28,1.77,0.07
,Ser,142.2,10.51,4.74,0.534
,Lib,112.5,3.66,-1.6,-0.177
,Ser,248.1,8.03,1.06,1.266
,Lib,24.4,6.56,4.62,0.52
,Lib,26.6,6.45,4.32,0.505
,UMi,57.6,7.45,3.65,0.455
,Lib,175.4,7.15,0.93,1.039
,Lup,313.5,6.97,-0.51,-0.078
,Ser,284.1,8.29,1.02,0.972
,Lup,146.8,6.05,0.22,0.204
,Dra,264.6,7.89,0.78,0.946
,CrB,112.5,7.22,1.96,0.245
,Lib,200.8,8.51,2.0,0.677
,Ser,260.4,7.44,0.36,-0.087
,Lib,326.8,7.17,-0.4,1.601
,Ser,113.9,7.97,2.69,0.454
,Lib,480.8,8.37,-0.04,0.446
,CrB,145.8,6.12,0.3,1.039
,Nor,125.3,5.43,-0.06,0.005
,Ser,153.1,7.1,1.18,0.975
,Ser,106.8,8.57,3.43,0.443
,Ser,90.2,8.75,3.98,0.521
,Lib,357.1,9.78,2.02,0.917
,Nor,392.2,8.68,0.71,1.111
,Boo,321.5,8.38,0.84,1.083
,Nor,143.1,8.7,2.92,1.09
,TrA,51.6,9.09,5.53,0.854
,Lib,95.4,5.36,0.46,0.883
,Dra,365.0,7.28,-0.53,1.469
,Nor,38.5,8.14,5.21,0.817
,Boo,358.4,6.75,-1.02,1.619
,Lib,132.6,8.99,3.38,0.559
,UMi,117.4,6.88,1.53,0.207
,Lib,144.5,7.64,1.84,0.047
,Ser,165.6,7.36,1.26,1.484
,Ser,55.8,7.5,3.77,0.548
,Lib,480.8,7.56,-0.85,1.684
,Aps,135.5,6.99,1.33,0.178
,Lib,87.1,8.54,3.84,0.518
,CrB,106.0,8.16,3.03,0.545
,Boo,82.1,8.65,4.08,0.658
,CrB,262.5,9.3,2.2,0.297
,Oct,588.2,8.75,-0.1,-0.08
,Lup,571.4,8.27,-0.52,1.626
,Lib,411.5,8.94,0.87,0.54
,Nor,393.7,7.83,-0.15,1.812
,Lib,107.5,9.92,4.76,0.526
,Aps,280.9,7.38,0.14,0.06
,Boo,253.2,9.03,2.01,1.076
,Lup,45.3,9.74,6.46,0.976
,Dra,140.8,6.45,0.71,1.102
,Boo,149.9,8.12,2.24,0.343
,Dra,147.7,9.62,3.77,0.44
,UMi,175.7,10.31,4.09,0.615
,CrB,129.9,8.35,2.78,0.589
,Lib,89.1,9.63,4.88,0.557
,CrB,208.3,10.23,3.64,0.454
,Lup,389.1,10.27,2.32,0.545
,Aps,99.1,6.19,1.21,1.207
,Lib,99.8,6.33,1.33,0.023
,CrB,900.9,10.39,0.62,0.492
,Lib,51.0,10.18,6.64,1.075
,CrB,145.1,4.64,-1.17,-0.103
,Ser,80.6,9.3,4.77,0.513
,Lib,95.8,9.58,4.67,0.751
,CrB,49.1,8.99,5.54,0.729
,Lup,66.1,8.74,4.64,0.563
,Lib,76.4,8.05,3.64,0.536
,CrB,840.3,8.73,-0.89,1.499
,Ser,170.9,10.35,4.19,0.694
,Nor,507.6,8.34,-0.19,0.691
,Lup,156.7,8.48,2.5,0.485
,Ser,269.5,8.0,0.85,1.049
,Lib,299.4,9.12,1.74,0.848
,Lib,161.3,9.33,3.29,0.633
,Boo,537.6,7.68,-0.97,1.5
,TrA,427.4,8.79,0.64,0.076
,Nor,591.7,6.94,-1.92,1.511
,Lib,130.9,8.1,2.52,0.387
,UMi,602.4,8.36,-0.54,1.223
,Ser,169.2,9.97,3.83,0.709
,CrB,154.1,8.63,2.69,0.576
,Ser,122.1,8.2,2.77,0.464
,Lib,552.5,9.38,0.67,0.65
,UMi,120.0,6.89,1.49,0.392
,CrB,89.0,9.8,5.05,0.782
,Dra,129.4,8.72,3.16,0.34
,Dra,314.5,10.57,3.08,0.752
,Ser,112.7,6.98,1.72,0.343
,Ser,78.9,8.14,3.66,0.515
,Lup,43.0,8.63,5.46,0.686
,Lib,146.4,9.37,3.54,0.675
,Lib,205.8,8.37,1.8,1.123
,Boo,116.1,8.21,2.88,0.771
,Lup,67.3,4.66,0.52,0.964
,Lup,119.2,8.84,3.46,0.569
,Ser,307.7,10.2,2.76,0.391
,Lib,167.2,7.59,1.47,1.189
